gender,period,cat_age_map,gnr,nbcas,geo_unit_name,pop
1,2016,0-19,6632,0,Perly-Certoux,1049
2,1989,65+,6633,13,Plan-les-Ouates,1049
2,2004,20-64,6626,5,Jussy,1050
2,2019,20-64,6626,7,Jussy,1050
1,2004,20-64,6626,4,Jussy,1051
2,2001,20-64,6626,3,Jussy,1051
2,2019,65+,6632,13,Perly-Certoux,1051
1,1989,0-19,6618,0,Confignon,1053
1,1989,0-19,6632,0,Perly-Certoux,1053
1,2013,0-19,6632,0,Perly-Certoux,1053
2,2010,20-64,6611,3,Chancy,1054
2,2013,20-64,6601,5,Aire-la-Ville,1054
2,1995,20-64,6615,5,Collex-Bossy,1055
2,1998,0-19,6634,0,Pregny-Chambésy,1055
1,1992,65+,6607,23,Bernex,1056
2,2013,20-64,6626,6,Jussy,1056
2,2007,20-64,6611,6,Chancy,1057
2,2001,0-19,6642,0,Vandoeuvres,1058
1,1998,0-19,6638,0,Satigny,1059
1,2016,20-64,6626,6,Jussy,1059
1,2013,0-19,6622,0,Genthod,1060
1,2010,20-64,6626,3,Jussy,1061
1,2010,0-19,6632,1,Perly-Certoux,1062
1,1992,20-64,6604,0,Avusy,1063
1,2007,0-19,6602,0,Anières,1063
1,2013,65+,6618,26,Confignon,1063
1,2010,0-19,6602,0,Anières,1064
2,2007,20-64,6626,3,Jussy,1068
1,2013,20-64,6601,9,Aire-la-Ville,1070
1,1995,65+,6607,23,Bernex,1071
2,2016,20-64,6614,2,Choulex,1072
1,2016,20-64,6601,2,Aire-la-Ville,1074
2,2016,65+,6634,13,Pregny-Chambésy,1074
2,2019,20-64,6614,2,Choulex,1077
1,2010,20-64,6601,0,Aire-la-Ville,1079
2,1998,0-19,6618,0,Confignon,1083
1,2013,20-64,6626,6,Jussy,1084
1,2007,0-19,6632,0,Perly-Certoux,1089
1,1998,65+,6613,31,Chêne-Bourg,1092
1,2007,20-64,6626,2,Jussy,1094
1,1992,65+,6644,18,Versoix,1095
1,1998,20-64,6604,1,Avusy,1095
2,1992,65+,6633,15,Plan-les-Ouates,1097
2,2016,20-64,6626,8,Jussy,1098
1,1995,20-64,6604,3,Avusy,1099
1,1995,20-64,6615,3,Collex-Bossy,1099
2,1992,65+,6617,9,Cologny,1101
2,2004,0-19,6622,0,Genthod,1101
1,2001,0-19,6642,0,Vandoeuvres,1103
2,2010,65+,6618,15,Confignon,1106
2,1992,20-64,6604,2,Avusy,1109
2,2001,0-19,6634,1,Pregny-Chambésy,1109
1,1995,0-19,6634,1,Pregny-Chambésy,1112
2,2007,0-19,6642,0,Vandoeuvres,1112
1,1992,0-19,6618,0,Confignon,1114
1,2001,20-64,6604,3,Avusy,1115
1,2010,0-19,6642,1,Vandoeuvres,1121
1,2001,65+,6617,17,Cologny,1123
2,2007,0-19,6638,0,Satigny,1128
1,2007,0-19,6622,0,Genthod,1130
1,2010,0-19,6622,0,Genthod,1131
1,2016,65+,6618,21,Confignon,1133
1,2019,65+,6618,29,Confignon,1137
1,1998,20-64,6615,2,Collex-Bossy,1138
2,1995,65+,6633,14,Plan-les-Ouates,1143
1,2004,0-19,6622,0,Genthod,1146
2,2004,0-19,6642,0,Vandoeuvres,1148
1,1998,0-19,6634,0,Pregny-Chambésy,1149
1,2001,0-19,6638,1,Satigny,1150
2,2019,65+,6634,8,Pregny-Chambésy,1151
1,2004,0-19,6642,0,Vandoeuvres,1154
2,2007,0-19,6622,0,Genthod,1155
1,2004,20-64,6604,5,Avusy,1158
1,1995,0-19,6618,0,Confignon,1163
1,1998,65+,6607,31,Bernex,1166
1,2001,65+,6613,40,Chêne-Bourg,1166
2,2001,20-64,6604,3,Avusy,1170
2,1998,20-64,6615,8,Collex-Bossy,1172
1,2004,65+,6633,32,Plan-les-Ouates,1179
2,1998,20-64,6604,4,Avusy,1179
1,2007,0-19,6642,0,Vandoeuvres,1187
2,1995,20-64,6604,2,Avusy,1192
2,2004,0-19,6634,0,Pregny-Chambésy,1192
2,1998,65+,6633,13,Plan-les-Ouates,1200
2,2004,20-64,6604,4,Avusy,1200
1,1998,0-19,6618,0,Confignon,1202
2,1995,65+,6617,15,Cologny,1213
1,2004,0-19,6638,0,Satigny,1214
1,2007,20-64,6604,3,Avusy,1216
1,2001,0-19,6634,0,Pregny-Chambésy,1225
1,1995,65+,6644,26,Versoix,1237
2,2004,0-19,6606,0,Bellevue,1240
2,2001,20-64,6615,5,Collex-Bossy,1245
1,2004,65+,6617,24,Cologny,1247
1,2013,0-19,6634,0,Pregny-Chambésy,1248
1,2010,20-64,6604,5,Avusy,1253
2,2001,0-19,6618,1,Confignon,1254
2,2013,65+,6618,19,Confignon,1254
1,2001,20-64,6615,5,Collex-Bossy,1264
2,2007,20-64,6604,7,Avusy,1267
2,2013,0-19,6634,0,Pregny-Chambésy,1270
1,2019,20-64,6604,6,Avusy,1274
2,2010,0-19,6634,0,Pregny-Chambésy,1276
2,2016,0-19,6634,0,Pregny-Chambésy,1277
2,2019,20-64,6604,6,Avusy,1278
1,2004,65+,6613,34,Chêne-Bourg,1281
2,2019,0-19,6634,1,Pregny-Chambésy,1288
2,2013,0-19,6606,0,Bellevue,1294
2,2007,0-19,6634,0,Pregny-Chambésy,1296
1,2004,0-19,6606,0,Bellevue,1302
2,1998,65+,6617,13,Cologny,1307
2,2013,20-64,6604,3,Avusy,1307
2,2016,20-64,6604,5,Avusy,1307
1,2004,0-19,6634,1,Pregny-Chambésy,1308
2,2016,0-19,6606,0,Bellevue,1309
2,2010,0-19,6606,1,Bellevue,1311
1,2007,0-19,6638,0,Satigny,1312
2,2010,20-64,6604,3,Avusy,1313
1,2013,20-64,6604,5,Avusy,1317
1,2016,20-64,6604,3,Avusy,1321
2,2007,0-19,6606,0,Bellevue,1322
1,2010,0-19,6634,0,Pregny-Chambésy,1333
2,2013,20-64,6611,7,Chancy,1335
1,2007,65+,6617,21,Cologny,1336
2,2016,65+,6618,21,Confignon,1336
1,2013,20-64,6611,2,Chancy,1337
2,2001,65+,6633,15,Plan-les-Ouates,1337
1,2001,0-19,6618,0,Confignon,1339
1,2019,0-19,6634,0,Pregny-Chambésy,1345
1,1992,20-64,6641,2,Troinex,1346
1,2007,0-19,6606,0,Bellevue,1346
2,1992,20-64,6641,5,Troinex,1346
1,1989,20-64,6641,1,Troinex,1352
2,2004,0-19,6618,1,Confignon,1355
1,2001,65+,6607,29,Bernex,1356
2,2019,0-19,6606,0,Bellevue,1359
2,1989,20-64,6641,3,Troinex,1365
1,1989,20-64,6602,2,Anières,1369
2,2001,65+,6617,22,Cologny,1377
1,2007,65+,6613,45,Chêne-Bourg,1382
1,2016,0-19,6634,1,Pregny-Chambésy,1401
2,2019,65+,6618,20,Confignon,1401
1,1995,20-64,6641,8,Troinex,1405
1,1998,65+,6644,26,Versoix,1407
1,2010,0-19,6606,0,Bellevue,1412
2,2004,20-64,6615,10,Collex-Bossy,1412
2,2010,0-19,6638,0,Satigny,1412
1,2004,20-64,6615,7,Collex-Bossy,1413
1,2013,0-19,6606,0,Bellevue,1415
2,1989,0-19,6617,0,Cologny,1421
1,2007,0-19,6634,0,Pregny-Chambésy,1429
2,1989,20-64,6602,3,Anières,1430
1,1989,0-19,6617,0,Cologny,1439
1,2016,0-19,6606,0,Bellevue,1439
1,1992,20-64,6602,6,Anières,1451
1,1989,20-64,6629,5,Meinier,1453
1,2007,65+,6633,42,Plan-les-Ouates,1453
1,2007,20-64,6615,1,Collex-Bossy,1454
1,2019,0-19,6606,0,Bellevue,1457
1,2010,65+,6613,37,Chêne-Bourg,1458
2,2004,65+,6633,21,Plan-les-Ouates,1468
2,2016,20-64,6611,3,Chancy,1472
2,2019,20-64,6611,7,Chancy,1474
1,2010,65+,6617,33,Cologny,1481
1,2004,0-19,6618,0,Confignon,1482
1,2013,20-64,6615,1,Collex-Bossy,1482
1,1989,20-64,6619,7,Corsier,1487
2,1989,20-64,6619,4,Corsier,1489
1,1995,20-64,6602,4,Anières,1490
1,2016,20-64,6615,3,Collex-Bossy,1490
1,1992,20-64,6619,6,Corsier,1491
1,1989,65+,6640,34,Thônex,1495
2,2004,65+,6617,21,Cologny,1496
1,2016,20-64,6611,4,Chancy,1497
2,1995,20-64,6641,11,Troinex,1501
1,1995,20-64,6629,3,Meinier,1507
1,2013,65+,6613,38,Chêne-Bourg,1507
1,2019,20-64,6615,6,Collex-Bossy,1507
2,2007,20-64,6615,10,Collex-Bossy,1511
1,1998,20-64,6629,3,Meinier,1514
1,2007,20-64,6619,5,Corsier,1521
1,2010,20-64,6615,3,Collex-Bossy,1522
1,2001,20-64,6619,7,Corsier,1526
2,1992,20-64,6619,5,Corsier,1527
1,1995,20-64,6619,2,Corsier,1528
1,1989,20-64,6606,5,Bellevue,1530
1,1992,20-64,6629,2,Meinier,1536
1,1998,20-64,6619,9,Corsier,1539
1,2001,65+,6644,43,Versoix,1540
2,2010,20-64,6615,5,Collex-Bossy,1540
1,2019,20-64,6611,5,Chancy,1541
2,1989,20-64,6606,3,Bellevue,1541
1,2004,20-64,6619,9,Corsier,1543
2,2019,20-64,6615,10,Collex-Bossy,1545
1,2007,20-64,6629,3,Meinier,1546
2,1992,0-19,6617,0,Cologny,1549
2,2016,20-64,6615,4,Collex-Bossy,1552
1,2010,0-19,6638,0,Satigny,1554
2,1992,20-64,6602,3,Anières,1555
2,1992,65+,6613,22,Chêne-Bourg,1555
2,1995,20-64,6619,9,Corsier,1560
2,1989,65+,6644,22,Versoix,1565
2,2013,20-64,6615,9,Collex-Bossy,1568
1,2001,20-64,6629,7,Meinier,1578
2,1989,20-64,6629,3,Meinier,1579
2,2019,20-64,6603,9,Avully,1582
2,1989,65+,6613,12,Chêne-Bourg,1584
1,2010,20-64,6603,7,Avully,1585
1,2004,20-64,6629,7,Meinier,1587
1,2013,65+,6617,30,Cologny,1587
1,2019,20-64,6603,3,Avully,1588
2,2004,20-64,6619,4,Corsier,1590
1,1992,0-19,6617,0,Cologny,1595
1,2007,20-64,6603,6,Avully,1599
2,2010,0-19,6617,0,Cologny,1600
1,1989,65+,6612,41,Chêne-Bougeries,1601
2,2013,0-19,6638,0,Satigny,1602
1,2013,20-64,6603,9,Avully,1606
2,2001,20-64,6619,4,Corsier,1607
2,2019,0-19,6618,2,Confignon,1610
2,1998,20-64,6619,4,Corsier,1613
2,2007,20-64,6619,5,Corsier,1613
2,2007,65+,6617,32,Cologny,1617
1,2010,20-64,6619,6,Corsier,1621
2,1992,20-64,6629,7,Meinier,1622
1,1998,0-19,6617,0,Cologny,1624
2,1989,20-64,6603,6,Avully,1624
1,1998,20-64,6606,5,Bellevue,1625
1,2010,20-64,6629,6,Meinier,1625
1,2004,20-64,6603,4,Avully,1626
1,2016,20-64,6603,6,Avully,1627
1,1992,20-64,6606,3,Bellevue,1632
2,1995,65+,6607,17,Bernex,1633
1,1992,65+,6640,40,Thônex,1634
1,2016,65+,6617,31,Cologny,1634
1,1998,20-64,6602,3,Anières,1636
2,1995,20-64,6629,8,Meinier,1639
2,1998,65+,6607,23,Bernex,1639
2,2016,0-19,6638,0,Satigny,1639
2,2007,0-19,6618,0,Confignon,1640
2,1995,65+,6613,18,Chêne-Bourg,1641
1,2010,0-19,6617,1,Cologny,1642
2,1998,20-64,6629,12,Meinier,1643
1,1998,20-64,6603,8,Avully,1644
2,2019,0-19,6638,1,Satigny,1645
1,2016,65+,6613,37,Chêne-Bourg,1646
2,1995,20-64,6602,4,Anières,1650
1,2004,65+,6607,44,Bernex,1651
2,1992,20-64,6603,0,Avully,1652
2,1995,0-19,6617,0,Cologny,1654
2,2016,20-64,6603,5,Avully,1654
1,2013,0-19,6617,0,Cologny,1656
2,1992,20-64,6606,7,Bellevue,1656
1,2004,0-19,6617,0,Cologny,1657
1,2019,65+,6617,36,Cologny,1657
1,2001,20-64,6603,1,Avully,1658
1,2013,0-19,6638,0,Satigny,1658
1,1995,0-19,6617,1,Cologny,1659
1,1995,20-64,6606,5,Bellevue,1659
1,2010,65+,6633,45,Plan-les-Ouates,1661
1,1992,20-64,6642,4,Vandoeuvres,1666
1,2004,65+,6644,40,Versoix,1667
2,2007,0-19,6617,1,Cologny,1671
2,2010,20-64,6619,4,Corsier,1676
1,1995,20-64,6642,11,Vandoeuvres,1679
2,2001,20-64,6629,9,Meinier,1685
2,2007,65+,6633,35,Plan-les-Ouates,1685
1,1995,20-64,6603,3,Avully,1687
2,2013,0-19,6617,0,Cologny,1687
1,1989,20-64,6603,7,Avully,1689
2,2013,0-19,6618,0,Confignon,1694
1,2019,0-19,6618,1,Confignon,1695
1,2019,20-64,6629,6,Meinier,1703
1,1992,20-64,6603,3,Avully,1708
2,2004,0-19,6617,0,Cologny,1709
1,1998,20-64,6641,9,Troinex,1710
2,2004,20-64,6629,9,Meinier,1710
1,1989,20-64,6642,7,Vandoeuvres,1711
2,2010,0-19,6618,0,Confignon,1712
1,2019,65+,6613,44,Chêne-Bourg,1713
1,2007,0-19,6617,1,Cologny,1717
2,1998,20-64,6606,4,Bellevue,1723
2,1998,65+,6613,27,Chêne-Bourg,1723
1,2013,20-64,6629,7,Meinier,1727
2,2007,20-64,6629,5,Meinier,1727
2,1995,20-64,6603,1,Avully,1731
2,2013,20-64,6603,5,Avully,1733
1,2016,20-64,6629,3,Meinier,1734
2,1998,20-64,6603,7,Avully,1734
1,2013,20-64,6619,7,Corsier,1738
2,1992,65+,6607,21,Bernex,1738
2,1992,65+,6644,33,Versoix,1741
2,1998,0-19,6617,0,Cologny,1746
2,1989,65+,6607,24,Bernex,1747
1,1989,20-64,6622,4,Genthod,1748
2,2010,20-64,6603,8,Avully,1750
1,2010,20-64,6636,11,Puplinge,1751
2,1995,20-64,6606,7,Bellevue,1751
2,2010,65+,6617,26,Cologny,1752
2,2016,0-19,6618,1,Confignon,1755
1,2019,0-19,6638,0,Satigny,1757
2,1998,20-64,6641,7,Troinex,1761
2,2001,65+,6607,22,Bernex,1762
2,2001,20-64,6603,5,Avully,1763
1,1992,65+,6612,39,Chêne-Bougeries,1766
1,2013,20-64,6636,4,Puplinge,1771
2,1989,20-64,6642,4,Vandoeuvres,1772
2,1992,20-64,6642,7,Vandoeuvres,1772
1,2001,0-19,6617,0,Cologny,1773
2,2004,20-64,6603,4,Avully,1774
1,2016,0-19,6617,0,Cologny,1778
2,2001,0-19,6617,0,Cologny,1780
1,2007,20-64,6636,10,Puplinge,1782
1,2016,20-64,6619,3,Corsier,1784
2,2007,20-64,6603,5,Avully,1787
1,2004,20-64,6641,10,Troinex,1799
2,1998,20-64,6602,6,Anières,1799
2,1995,20-64,6642,7,Vandoeuvres,1802
1,2013,65+,6633,39,Plan-les-Ouates,1803
2,2010,20-64,6629,7,Meinier,1804
1,2016,0-19,6638,1,Satigny,1805
1,2013,0-19,6618,0,Confignon,1811
1,2001,20-64,6641,6,Troinex,1821
1,2007,0-19,6618,1,Confignon,1823
2,2016,0-19,6617,0,Cologny,1823
1,2007,20-64,6641,4,Troinex,1826
1,2016,0-19,6618,0,Confignon,1834
2,1989,20-64,6622,6,Genthod,1834
1,1998,20-64,6642,8,Vandoeuvres,1835
2,2013,20-64,6619,5,Corsier,1843
2,1995,65+,6644,24,Versoix,1851
2,2001,65+,6613,29,Chêne-Bourg,1863
1,1992,20-64,6636,5,Puplinge,1877
1,2010,20-64,6641,6,Troinex,1879
1,1995,65+,6612,57,Chêne-Bougeries,1882
1,1998,20-64,6636,7,Puplinge,1887
1,2010,0-19,6618,0,Confignon,1888
1,1992,20-64,6622,3,Genthod,1889
2,2013,65+,6617,31,Cologny,1890
2,2019,20-64,6629,13,Meinier,1890
2,2001,20-64,6641,4,Troinex,1895
1,1995,20-64,6622,4,Genthod,1897
2,2016,20-64,6629,7,Meinier,1899
2,2013,20-64,6629,13,Meinier,1900
1,2004,20-64,6636,5,Puplinge,1908
2,1989,0-19,6633,0,Plan-les-Ouates,1908
1,1995,65+,6640,50,Thônex,1920
2,2016,20-64,6619,9,Corsier,1923
1,1989,20-64,6636,9,Puplinge,1926
1,2019,0-19,6617,1,Cologny,1927
2,2004,20-64,6641,5,Troinex,1927
2,1998,20-64,6642,9,Vandoeuvres,1930
1,1995,20-64,6636,1,Puplinge,1934
2,2010,20-64,6636,3,Puplinge,1940
2,2004,65+,6613,27,Chêne-Bourg,1943
2,2007,20-64,6641,9,Troinex,1943
1,2016,65+,6633,50,Plan-les-Ouates,1944
1,2007,65+,6644,45,Versoix,1948
2,2013,20-64,6636,3,Puplinge,1950
2,1992,0-19,6633,0,Plan-les-Ouates,1959
1,2001,20-64,6636,9,Puplinge,1960
1,2007,65+,6607,45,Bernex,1960
2,2010,20-64,6641,13,Troinex,1961
2,2004,65+,6607,23,Bernex,1964
2,1995,20-64,6622,7,Genthod,1966
2,2016,65+,6617,35,Cologny,1968
1,2019,20-64,6619,6,Corsier,1970
1,1989,65+,6631,54,Onex,1976
1,1989,0-19,6633,1,Plan-les-Ouates,1985
2,2019,0-19,6617,0,Cologny,1985
2,1998,65+,6644,34,Versoix,1986
1,2001,20-64,6602,8,Anières,1991
1,2001,20-64,6642,6,Vandoeuvres,1992
2,2010,65+,6633,24,Plan-les-Ouates,2004
1,1998,20-64,6622,5,Genthod,2005
2,1992,20-64,6636,3,Puplinge,2018
2,1998,20-64,6622,2,Genthod,2023
2,2013,20-64,6641,10,Troinex,2034
2,2019,65+,6617,20,Cologny,2036
1,2013,20-64,6641,5,Troinex,2042
2,2001,20-64,6602,7,Anières,2043
2,1992,20-64,6622,6,Genthod,2044
1,2004,20-64,6602,9,Anières,2051
2,2007,20-64,6636,10,Puplinge,2056
1,1992,0-19,6633,1,Plan-les-Ouates,2063
1,1998,65+,6612,56,Chêne-Bougeries,2063
1,2001,20-64,6622,9,Genthod,2066
2,1989,20-64,6636,6,Puplinge,2069
2,2019,20-64,6619,4,Corsier,2069
2,1992,0-19,6613,0,Chêne-Bourg,2072
2,1995,20-64,6636,4,Puplinge,2084
2,1998,20-64,6636,7,Puplinge,2088
2,1989,0-19,6613,0,Chêne-Bourg,2093
2,2007,65+,6613,24,Chêne-Bourg,2094
2,1995,0-19,6613,0,Chêne-Bourg,2096
1,2019,20-64,6636,9,Puplinge,2097
1,2001,20-64,6606,1,Bellevue,2098
1,2004,20-64,6642,7,Vandoeuvres,2111
1,2016,20-64,6642,4,Vandoeuvres,2118
2,1989,20-64,6638,4,Satigny,2121
1,1989,65+,6608,58,Carouge,2130
2,1995,0-19,6633,0,Plan-les-Ouates,2130
1,2019,65+,6633,50,Plan-les-Ouates,2131
1,2016,20-64,6636,4,Puplinge,2132
2,2001,20-64,6642,8,Vandoeuvres,2132
2,2001,20-64,6622,8,Genthod,2141
1,2013,20-64,6602,1,Anières,2146
1,1998,65+,6640,60,Thônex,2159
1,2016,20-64,6641,7,Troinex,2161
2,2001,20-64,6636,10,Puplinge,2167
2,2004,20-64,6602,10,Anières,2167
1,2019,20-64,6602,10,Anières,2168
2,2004,20-64,6636,10,Puplinge,2169
1,2010,20-64,6602,3,Anières,2172
1,2013,20-64,6642,6,Vandoeuvres,2174
2,2019,20-64,6602,11,Anières,2174
2,2007,20-64,6602,5,Anières,2176
2,2016,20-64,6641,6,Troinex,2178
1,2016,20-64,6602,7,Anières,2180
2,2001,65+,6644,32,Versoix,2182
1,2007,20-64,6642,14,Vandoeuvres,2191
2,1989,65+,6640,28,Thônex,2192
2,2007,65+,6607,44,Bernex,2202
1,2010,65+,6607,53,Bernex,2211
1,2010,20-64,6642,10,Vandoeuvres,2222
2,2013,65+,6633,37,Plan-les-Ouates,2225
2,2010,65+,6613,34,Chêne-Bourg,2227
1,1992,65+,6631,78,Onex,2228
2,2001,20-64,6606,7,Bellevue,2233
2,2004,20-64,6642,9,Vandoeuvres,2235
1,2001,65+,6612,52,Chêne-Bougeries,2249
1,2007,20-64,6602,4,Anières,2256
2,2016,20-64,6602,6,Anières,2264
1,2019,20-64,6641,10,Troinex,2265
1,1989,0-19,6613,0,Chêne-Bourg,2266
2,2007,20-64,6642,4,Vandoeuvres,2278
2,2010,20-64,6642,8,Vandoeuvres,2278
2,2016,20-64,6636,8,Puplinge,2278
2,2019,20-64,6636,11,Puplinge,2279
1,2004,20-64,6622,9,Genthod,2280
1,1989,20-64,6638,7,Satigny,2286
2,2013,65+,6613,31,Chêne-Bourg,2291
2,2016,20-64,6642,8,Vandoeuvres,2291
1,2010,65+,6644,52,Versoix,2292
2,1998,0-19,6613,0,Chêne-Bourg,2295
2,2013,20-64,6642,10,Vandoeuvres,2305
1,1992,0-19,6613,1,Chêne-Bourg,2308
2,1992,20-64,6638,7,Satigny,2320
1,2013,20-64,6622,4,Genthod,2327
1,1992,65+,6608,81,Carouge,2336
2,2019,20-64,6641,8,Troinex,2336
2,2004,65+,6644,30,Versoix,2349
2,2013,20-64,6602,10,Anières,2349
1,2010,20-64,6622,3,Genthod,2360
2,2010,20-64,6602,9,Anières,2362
1,2016,20-64,6622,9,Genthod,2366
1,2007,20-64,6622,11,Genthod,2367
1,2019,20-64,6642,6,Vandoeuvres,2378
1,1995,0-19,6633,1,Plan-les-Ouates,2383
2,2004,20-64,6622,10,Genthod,2386
2,1995,20-64,6638,8,Satigny,2387
1,1989,20-64,6634,6,Pregny-Chambésy,2392
1,1995,0-19,6613,0,Chêne-Bourg,2394
2,1998,0-19,6633,0,Plan-les-Ouates,2431
1,2001,65+,6640,65,Thônex,2441
2,1992,65+,6640,45,Thônex,2444
1,2013,65+,6607,61,Bernex,2451
2,2016,65+,6613,25,Chêne-Bourg,2453
1,2019,20-64,6622,6,Genthod,2464
1,2004,65+,6612,67,Chêne-Bougeries,2472
2,1989,20-64,6618,7,Confignon,2476
1,1995,65+,6608,87,Carouge,2479
1,1992,20-64,6618,8,Confignon,2480
1,1989,20-64,6618,7,Confignon,2483
1,1992,20-64,6634,5,Pregny-Chambésy,2488
2,2016,65+,6633,28,Plan-les-Ouates,2493
2,1989,20-64,6634,3,Pregny-Chambésy,2494
2,2019,20-64,6642,8,Vandoeuvres,2497
1,1992,20-64,6638,5,Satigny,2506
1,2013,65+,6644,70,Versoix,2506
2,2013,20-64,6622,9,Genthod,2510
2,1998,20-64,6638,8,Satigny,2512
1,2004,20-64,6606,8,Bellevue,2513
2,2007,20-64,6622,12,Genthod,2519
2,2010,20-64,6622,7,Genthod,2523
1,1995,65+,6631,74,Onex,2536
2,2016,20-64,6622,7,Genthod,2541
2,2019,65+,6613,39,Chêne-Bourg,2543
1,2004,65+,6640,91,Thônex,2545
2,2007,65+,6644,30,Versoix,2557
2,2004,0-19,6613,0,Chêne-Bourg,2571
1,1989,20-64,6632,6,Perly-Certoux,2575
1,2016,20-64,6632,12,Perly-Certoux,2576
1,2016,65+,6607,77,Bernex,2576
2,1992,20-64,6618,15,Confignon,2588
2,2010,65+,6607,33,Bernex,2595
1,2019,20-64,6632,7,Perly-Certoux,2597
2,1989,20-64,6632,4,Perly-Certoux,2601
2,2007,0-19,6613,2,Chêne-Bourg,2601
2,2010,0-19,6613,1,Chêne-Bourg,2601
2,2019,20-64,6622,7,Genthod,2603
2,2001,0-19,6613,2,Chêne-Bourg,2605
1,2016,65+,6644,83,Versoix,2611
1,1995,20-64,6618,5,Confignon,2613
2,1992,20-64,6634,8,Pregny-Chambésy,2618
1,2007,20-64,6632,8,Perly-Certoux,2619
1,2004,20-64,6632,9,Perly-Certoux,2631
2,2001,20-64,6638,10,Satigny,2631
2,2013,0-19,6613,0,Chêne-Bourg,2639
1,1998,0-19,6613,1,Chêne-Bourg,2640
1,2019,65+,6607,60,Bernex,2642
1,1995,20-64,6634,5,Pregny-Chambésy,2646
1,2007,65+,6612,53,Chêne-Bougeries,2656
2,2019,65+,6633,43,Plan-les-Ouates,2657
1,1998,20-64,6618,9,Confignon,2663
1,1998,20-64,6638,7,Satigny,2664
1,1995,20-64,6632,6,Perly-Certoux,2679
1,1995,20-64,6638,10,Satigny,2679
1,1998,65+,6608,91,Carouge,2694
1,2010,20-64,6632,12,Perly-Certoux,2694
1,2001,20-64,6632,13,Perly-Certoux,2701
1,2013,20-64,6632,9,Perly-Certoux,2704
1,2019,65+,6644,67,Versoix,2704
2,2004,20-64,6638,11,Satigny,2710
1,2007,65+,6640,75,Thônex,2719
1,1992,20-64,6632,2,Perly-Certoux,2720
1,1998,0-19,6633,1,Plan-les-Ouates,2720
1,1998,20-64,6632,11,Perly-Certoux,2721
2,1995,65+,6640,33,Thônex,2721
1,2001,20-64,6638,8,Satigny,2731
1,2007,20-64,6606,5,Bellevue,2734
1,1998,20-64,6634,6,Pregny-Chambésy,2735
1,2013,0-19,6613,0,Chêne-Bourg,2738
2,1995,20-64,6618,13,Confignon,2739
2,1992,20-64,6632,5,Perly-Certoux,2745
2,2004,20-64,6606,12,Bellevue,2775
2,2010,20-64,6632,14,Perly-Certoux,2777
1,2010,0-19,6613,0,Chêne-Bourg,2793
2,1995,20-64,6632,9,Perly-Certoux,2800
2,1995,20-64,6634,8,Pregny-Chambésy,2800
2,1998,20-64,6618,10,Confignon,2802
2,2007,20-64,6632,10,Perly-Certoux,2805
2,2007,20-64,6638,8,Satigny,2805
2,2016,0-19,6613,0,Chêne-Bourg,2807
1,2010,20-64,6606,4,Bellevue,2819
2,2004,20-64,6632,8,Perly-Certoux,2826
2,2016,20-64,6632,14,Perly-Certoux,2827
2,2013,20-64,6632,19,Perly-Certoux,2855
1,1998,65+,6631,70,Onex,2859
1,2001,0-19,6613,1,Chêne-Bourg,2860
1,2013,20-64,6606,7,Bellevue,2862
2,2019,0-19,6613,0,Chêne-Bourg,2866
2,2019,20-64,6632,16,Perly-Certoux,2871
1,2007,0-19,6613,1,Chêne-Bourg,2876
2,1998,20-64,6632,8,Perly-Certoux,2877
1,2001,65+,6608,71,Carouge,2890
1,2019,0-19,6613,0,Chêne-Bourg,2891
1,2016,20-64,6606,10,Bellevue,2894
1,2004,20-64,6638,7,Satigny,2895
2,1989,0-19,6612,0,Chêne-Bougeries,2898
2,1998,20-64,6634,10,Pregny-Chambésy,2899
2,2001,20-64,6632,15,Perly-Certoux,2901
1,2004,0-19,6613,0,Chêne-Bourg,2911
1,2016,0-19,6613,1,Chêne-Bourg,2915
1,2010,65+,6612,86,Chêne-Bougeries,2917
2,1998,65+,6640,43,Thônex,2919
1,2001,20-64,6618,7,Confignon,2931
1,1989,0-19,6612,0,Chêne-Bougeries,2954
1,2019,20-64,6606,7,Bellevue,2956
1,2001,20-64,6634,9,Pregny-Chambésy,2959
1,2010,65+,6640,74,Thônex,2964
2,2010,65+,6644,48,Versoix,2965
2,1992,0-19,6612,0,Chêne-Bougeries,2981
1,2004,65+,6608,84,Carouge,2990
2,2016,20-64,6606,8,Bellevue,2999
2,2013,65+,6607,33,Bernex,3000
2,2001,20-64,6618,10,Confignon,3030
2,2013,20-64,6606,10,Bellevue,3030
2,1995,0-19,6612,0,Chêne-Bougeries,3039
2,2007,20-64,6606,14,Bellevue,3045
1,1992,0-19,6612,0,Chêne-Bougeries,3052
1,2007,20-64,6638,10,Satigny,3052
2,2010,20-64,6606,10,Bellevue,3067
2,1989,65+,6612,53,Chêne-Bougeries,3071
1,2013,65+,6612,84,Chêne-Bougeries,3073
1,2004,20-64,6618,9,Confignon,3087
2,2019,20-64,6606,13,Bellevue,3092
2,2001,0-19,6633,0,Plan-les-Ouates,3103
2,2001,20-64,6634,17,Pregny-Chambésy,3104
2,1998,0-19,6612,0,Chêne-Bougeries,3105
1,1995,0-19,6612,1,Chêne-Bougeries,3122
2,1998,0-19,6607,0,Bernex,3144
2,1995,0-19,6607,0,Bernex,3150
1,2016,65+,6612,62,Chêne-Bougeries,3165
1,2013,20-64,6634,7,Pregny-Chambésy,3166
1,2019,65+,6612,65,Chêne-Bougeries,3172
